,Fold,k,sigma,epsilon,Error
116,2,5,13,3,
117,2,5,13,4,
118,2,5,13,5,
119,2,5,13,6,
120,2,6,4,2,
121,2,6,4,3,
122,2,6,4,4,
123,2,6,4,5,
124,2,6,4,6,
125,2,6,13,2,
126,2,6,13,3,
127,2,6,13,4,
128,2,6,13,5,
129,2,6,13,6,
130,2,7,4,2,
131,2,7,4,3,
132,2,7,4,4,
133,2,7,4,5,
134,2,7,4,6,
135,2,7,13,2,
136,2,7,13,3,
137,2,7,13,4,
138,2,7,13,5,
139,2,7,13,6,
140,2,8,4,2,
141,2,8,4,3,
142,2,8,4,4,
143,2,8,4,5,
144,2,8,4,6,
145,2,8,13,2,
146,2,8,13,3,
147,2,8,13,4,
148,2,8,13,5,
149,2,8,13,6,
150,3,4,4,2,
151,3,4,4,3,
152,3,4,4,4,
153,3,4,4,5,
154,3,4,4,6,
155,3,4,13,2,
156,3,4,13,3,
157,3,4,13,4,
158,3,4,13,5,
159,3,4,13,6,
160,3,5,4,2,
161,3,5,4,3,
162,3,5,4,4,
163,3,5,4,5,
164,3,5,4,6,
165,3,5,13,2,
166,3,5,13,3,
167,3,5,13,4,
168,3,5,13,5,
169,3,5,13,6,
170,3,6,4,2,
171,3,6,4,3,
172,3,6,4,4,
173,3,6,4,5,
174,3,6,4,6,
175,3,6,13,2,
176,3,6,13,3,
177,3,6,13,4,
178,3,6,13,5,
179,3,6,13,6,
180,3,7,4,2,
181,3,7,4,3,
182,3,7,4,4,
183,3,7,4,5,
184,3,7,4,6,
185,3,7,13,2,
186,3,7,13,3,
187,3,7,13,4,
188,3,7,13,5,
189,3,7,13,6,
190,3,8,4,2,
191,3,8,4,3,
192,3,8,4,4,
193,3,8,4,5,
194,3,8,4,6,
195,3,8,13,2,
196,3,8,13,3,
197,3,8,13,4,
198,3,8,13,5,
199,3,8,13,6,
200,4,4,4,2,
201,4,4,4,3,
202,4,4,4,4,
203,4,4,4,5,
204,4,4,4,6,
205,4,4,13,2,
206,4,4,13,3,
207,4,4,13,4,
208,4,4,13,5,
209,4,4,13,6,
210,4,5,4,2,
211,4,5,4,3,
212,4,5,4,4,
213,4,5,4,5,
214,4,5,4,6,
215,4,5,13,2,
216,4,5,13,3,
217,4,5,13,4,
218,4,5,13,5,
219,4,5,13,6,
220,4,6,4,2,
221,4,6,4,3,
222,4,6,4,4,
223,4,6,4,5,
224,4,6,4,6,
225,4,6,13,2,
226,4,6,13,3,
227,4,6,13,4,
228,4,6,13,5,
229,4,6,13,6,
230,4,7,4,2,
231,4,7,4,3,
232,4,7,4,4,
233,4,7,4,5,
234,4,7,4,6,
235,4,7,13,2,
236,4,7,13,3,
237,4,7,13,4,
238,4,7,13,5,
239,4,7,13,6,
240,4,8,4,2,
241,4,8,4,3,
242,4,8,4,4,
243,4,8,4,5,
244,4,8,4,6,
245,4,8,13,2,
246,4,8,13,3,
247,4,8,13,4,
248,4,8,13,5,
249,4,8,13,6,
250,5,4,4,2,
251,5,4,4,3,
252,5,4,4,4,
253,5,4,4,5,
254,5,4,4,6,
255,5,4,13,2,
256,5,4,13,3,
257,5,4,13,4,
258,5,4,13,5,
259,5,4,13,6,
260,5,5,4,2,
261,5,5,4,3,
262,5,5,4,4,
263,5,5,4,5,
264,5,5,4,6,
265,5,5,13,2,
266,5,5,13,3,
267,5,5,13,4,
268,5,5,13,5,
269,5,5,13,6,
270,5,6,4,2,
271,5,6,4,3,
272,5,6,4,4,
273,5,6,4,5,
274,5,6,4,6,
275,5,6,13,2,
276,5,6,13,3,
277,5,6,13,4,
278,5,6,13,5,
279,5,6,13,6,
280,5,7,4,2,
281,5,7,4,3,
282,5,7,4,4,
283,5,7,4,5,
284,5,7,4,6,
285,5,7,13,2,
286,5,7,13,3,
287,5,7,13,4,
288,5,7,13,5,
289,5,7,13,6,
290,5,8,4,2,
291,5,8,4,3,
292,5,8,4,4,
293,5,8,4,5,
294,5,8,4,6,
295,5,8,13,2,
296,5,8,13,3,
297,5,8,13,4,
298,5,8,13,5,
299,5,8,13,6,
300,6,4,4,2,
301,6,4,4,3,
302,6,4,4,4,
303,6,4,4,5,
304,6,4,4,6,
305,6,4,13,2,
306,6,4,13,3,
307,6,4,13,4,
308,6,4,13,5,
309,6,4,13,6,
310,6,5,4,2,
311,6,5,4,3,
312,6,5,4,4,
313,6,5,4,5,
314,6,5,4,6,
315,6,5,13,2,
316,6,5,13,3,
317,6,5,13,4,
318,6,5,13,5,
319,6,5,13,6,
320,6,6,4,2,
321,6,6,4,3,
322,6,6,4,4,
323,6,6,4,5,
324,6,6,4,6,
325,6,6,13,2,
326,6,6,13,3,
327,6,6,13,4,
328,6,6,13,5,
329,6,6,13,6,
330,6,7,4,2,
331,6,7,4,3,
332,6,7,4,4,
333,6,7,4,5,
334,6,7,4,6,
335,6,7,13,2,
336,6,7,13,3,
337,6,7,13,4,
338,6,7,13,5,
339,6,7,13,6,
340,6,8,4,2,
341,6,8,4,3,
342,6,8,4,4,
343,6,8,4,5,
344,6,8,4,6,
345,6,8,13,2,
346,6,8,13,3,
347,6,8,13,4,
348,6,8,13,5,
349,6,8,13,6,
350,7,4,4,2,
351,7,4,4,3,
352,7,4,4,4,
353,7,4,4,5,
354,7,4,4,6,
355,7,4,13,2,
356,7,4,13,3,
357,7,4,13,4,
358,7,4,13,5,
359,7,4,13,6,
360,7,5,4,2,
361,7,5,4,3,
362,7,5,4,4,
363,7,5,4,5,
364,7,5,4,6,
365,7,5,13,2,
366,7,5,13,3,
367,7,5,13,4,
368,7,5,13,5,
369,7,5,13,6,
370,7,6,4,2,
371,7,6,4,3,
372,7,6,4,4,
373,7,6,4,5,
374,7,6,4,6,
375,7,6,13,2,
376,7,6,13,3,
377,7,6,13,4,
378,7,6,13,5,
379,7,6,13,6,
380,7,7,4,2,
381,7,7,4,3,
382,7,7,4,4,
383,7,7,4,5,
384,7,7,4,6,
385,7,7,13,2,
386,7,7,13,3,
387,7,7,13,4,
388,7,7,13,5,
389,7,7,13,6,
390,7,8,4,2,
391,7,8,4,3,
392,7,8,4,4,
393,7,8,4,5,
394,7,8,4,6,
395,7,8,13,2,
396,7,8,13,3,
397,7,8,13,4,
398,7,8,13,5,
399,7,8,13,6,
400,8,4,4,2,
401,8,4,4,3,
402,8,4,4,4,
403,8,4,4,5,
404,8,4,4,6,
405,8,4,13,2,
406,8,4,13,3,
407,8,4,13,4,
408,8,4,13,5,
409,8,4,13,6,
410,8,5,4,2,
411,8,5,4,3,
412,8,5,4,4,
413,8,5,4,5,
414,8,5,4,6,
415,8,5,13,2,
416,8,5,13,3,
417,8,5,13,4,
418,8,5,13,5,
419,8,5,13,6,
420,8,6,4,2,
421,8,6,4,3,
422,8,6,4,4,
423,8,6,4,5,
424,8,6,4,6,
425,8,6,13,2,
426,8,6,13,3,
427,8,6,13,4,
428,8,6,13,5,
429,8,6,13,6,
430,8,7,4,2,
431,8,7,4,3,
432,8,7,4,4,
433,8,7,4,5,
434,8,7,4,6,
435,8,7,13,2,
436,8,7,13,3,
437,8,7,13,4,
438,8,7,13,5,
439,8,7,13,6,
440,8,8,4,2,
441,8,8,4,3,
442,8,8,4,4,
443,8,8,4,5,
444,8,8,4,6,
445,8,8,13,2,
446,8,8,13,3,
447,8,8,13,4,
448,8,8,13,5,
449,8,8,13,6,
450,9,4,4,2,
451,9,4,4,3,
452,9,4,4,4,
453,9,4,4,5,
454,9,4,4,6,
455,9,4,13,2,
456,9,4,13,3,
457,9,4,13,4,
458,9,4,13,5,
459,9,4,13,6,
460,9,5,4,2,
461,9,5,4,3,
462,9,5,4,4,
463,9,5,4,5,
464,9,5,4,6,
465,9,5,13,2,
466,9,5,13,3,
467,9,5,13,4,
468,9,5,13,5,
469,9,5,13,6,
470,9,6,4,2,
471,9,6,4,3,
472,9,6,4,4,
473,9,6,4,5,
474,9,6,4,6,
475,9,6,13,2,
476,9,6,13,3,
477,9,6,13,4,
478,9,6,13,5,
479,9,6,13,6,
480,9,7,4,2,
481,9,7,4,3,
482,9,7,4,4,
483,9,7,4,5,
484,9,7,4,6,
485,9,7,13,2,
486,9,7,13,3,
487,9,7,13,4,
488,9,7,13,5,
489,9,7,13,6,
490,9,8,4,2,
491,9,8,4,3,
492,9,8,4,4,
493,9,8,4,5,
494,9,8,4,6,
495,9,8,13,2,
496,9,8,13,3,
497,9,8,13,4,
498,9,8,13,5,
499,9,8,13,6,
