,k,sigma,epsilon,Error
0,7,,,0.11250000000000004
1,4,,,0.07678571428571423
2,4,,,0.10263157894736841
3,7,,,0.3023391812865497
4,4,,,0.23859649122807014
5,4,,,0.03881578947368425
6,4,,,0.16228070175438591
7,4,,,0.17817982456140347
8,4,,,0.21954887218045105
9,4,,,0.0
