,k,sigma,epsilon,Error
0,5,,,0.03750000000000009
1,4,,,0.036904761904761885
2,4,,,0.10263157894736841
3,4,,,0.3717105263157895
4,4,,,0.23859649122807014
5,4,,,0.03881578947368425
6,4,,,0.16228070175438591
7,4,,,0.15526315789473677
8,4,,,0.21954887218045105
9,5,,,0.0
