,k,sigma,epsilon,Error
0,4,,,0.055059523809523836
1,5,,,0.06685645272601803
2,5,,,0.0367063492063493
3,4,,,0.05380952380952386
4,4,,,0.03333421321226204
5,5,,,0.03333421321226204
6,5,,,0.01880607315389926
7,5,,,0.027500922849760023
8,5,,,0.03333421321226204
9,5,,,0.014016897081413182
