,Fold,k,sigma,epsilon,Error
0,0,7,,,0.0
1,0,8,,,0.0
2,0,9,,,0.0
3,1,7,,,0.0
4,1,8,,,0.0
5,1,9,,,0.0
6,2,7,,,0.0
7,2,8,,,0.0
8,2,9,,,0.0
9,3,7,,,0.0
10,3,8,,,0.0
11,3,9,,,0.0
12,4,7,,,0.0
13,4,8,,,0.0
14,4,9,,,0.0
15,5,7,,,0.0
16,5,8,,,0.0
17,5,9,,,0.0
18,6,7,,,0.0
19,6,8,,,0.0
20,6,9,,,0.0
21,7,7,,,0.0
22,7,8,,,0.0
23,7,9,,,0.0
24,8,7,,,0.0
25,8,8,,,0.0
26,8,9,,,0.0
27,9,7,,,0.0
28,9,8,,,0.0
29,9,9,,,0.0
