,Fold,k,sigma,epsilon,Error
290,5,8,4,2,24.03889029466105
291,5,8,4,3,24.03889029466105
292,5,8,4,4,24.03889029466105
293,5,8,4,5,24.03889029466105
294,5,8,4,6,24.03889029466105
295,5,8,13,2,24.28195092257443
296,5,8,13,3,24.28195092257443
297,5,8,13,4,24.28195092257443
298,5,8,13,5,24.28195092257443
299,5,8,13,6,24.28195092257443
300,6,4,4,2,23.0259707893416
301,6,4,4,3,23.0259707893416
302,6,4,4,4,23.0259707893416
303,6,4,4,5,23.0259707893416
304,6,4,4,6,23.0259707893416
305,6,4,13,2,23.07057424152981
306,6,4,13,3,23.07057424152981
307,6,4,13,4,23.07057424152981
308,6,4,13,5,23.07057424152981
309,6,4,13,6,23.07057424152981
310,6,5,4,2,22.95904905559552
311,6,5,4,3,22.95904905559552
312,6,5,4,4,22.95904905559552
313,6,5,4,5,22.95904905559552
314,6,5,4,6,22.95904905559552
315,6,5,13,2,23.15834882204844
316,6,5,13,3,23.15834882204844
317,6,5,13,4,23.15834882204844
318,6,5,13,5,23.15834882204844
319,6,5,13,6,23.15834882204844
320,6,6,4,2,22.66482048878713
321,6,6,4,3,22.66482048878713
322,6,6,4,4,22.66482048878713
323,6,6,4,5,22.66482048878713
324,6,6,4,6,22.66482048878713
325,6,6,13,2,22.64789385785452
326,6,6,13,3,22.64789385785452
327,6,6,13,4,22.64789385785452
328,6,6,13,5,22.64789385785452
329,6,6,13,6,22.64789385785452
330,6,7,4,2,22.44196044072758
331,6,7,4,3,22.44196044072758
332,6,7,4,4,22.44196044072758
333,6,7,4,5,22.44196044072758
334,6,7,4,6,22.44196044072758
335,6,7,13,2,22.601815880305267
336,6,7,13,3,22.601815880305267
337,6,7,13,4,22.601815880305267
338,6,7,13,5,22.601815880305267
339,6,7,13,6,22.601815880305267
340,6,8,4,2,22.95528496125076
341,6,8,4,3,22.95528496125076
342,6,8,4,4,22.95528496125076
343,6,8,4,5,22.95528496125076
344,6,8,4,6,22.95528496125076
345,6,8,13,2,23.02805270759341
346,6,8,13,3,23.02805270759341
347,6,8,13,4,23.02805270759341
348,6,8,13,5,23.02805270759341
349,6,8,13,6,23.02805270759341
350,7,4,4,2,21.598306625058704
351,7,4,4,3,21.598306625058704
352,7,4,4,4,21.598306625058704
353,7,4,4,5,21.598306625058704
354,7,4,4,6,21.598306625058704
355,7,4,13,2,21.64211915911728
356,7,4,13,3,21.64211915911728
357,7,4,13,4,21.64211915911728
358,7,4,13,5,21.64211915911728
359,7,4,13,6,21.64211915911728
360,7,5,4,2,21.46985546501765
361,7,5,4,3,21.46985546501765
362,7,5,4,4,21.46985546501765
363,7,5,4,5,21.46985546501765
364,7,5,4,6,21.46985546501765
365,7,5,13,2,21.41477775665836
366,7,5,13,3,21.41477775665836
367,7,5,13,4,21.41477775665836
368,7,5,13,5,21.41477775665836
369,7,5,13,6,21.41477775665836
370,7,6,4,2,21.47935999866973
371,7,6,4,3,21.47935999866973
372,7,6,4,4,21.47935999866973
373,7,6,4,5,21.47935999866973
374,7,6,4,6,21.47935999866973
375,7,6,13,2,21.58122583669225
376,7,6,13,3,21.58122583669225
377,7,6,13,4,21.58122583669225
378,7,6,13,5,21.58122583669225
379,7,6,13,6,21.58122583669225
380,7,7,4,2,22.222192876342223
381,7,7,4,3,22.222192876342223
382,7,7,4,4,22.222192876342223
383,7,7,4,5,22.222192876342223
384,7,7,4,6,22.222192876342223
385,7,7,13,2,22.24294876585224
386,7,7,13,3,22.24294876585224
387,7,7,13,4,22.24294876585224
388,7,7,13,5,22.24294876585224
389,7,7,13,6,22.24294876585224
390,7,8,4,2,21.361777383498644
391,7,8,4,3,21.361777383498644
392,7,8,4,4,21.361777383498644
393,7,8,4,5,21.361777383498644
394,7,8,4,6,21.361777383498644
395,7,8,13,2,21.50185170935089
396,7,8,13,3,21.50185170935089
397,7,8,13,4,21.50185170935089
398,7,8,13,5,21.50185170935089
399,7,8,13,6,21.50185170935089
400,8,4,4,2,22.128940648105385
401,8,4,4,3,22.128940648105385
402,8,4,4,4,22.128940648105385
403,8,4,4,5,22.128940648105385
404,8,4,4,6,22.128940648105385
405,8,4,13,2,22.15861748006254
406,8,4,13,3,22.15861748006254
407,8,4,13,4,22.15861748006254
408,8,4,13,5,22.15861748006254
409,8,4,13,6,22.15861748006254
410,8,5,4,2,21.445337878768377
411,8,5,4,3,21.445337878768377
412,8,5,4,4,21.445337878768377
413,8,5,4,5,21.445337878768377
414,8,5,4,6,21.445337878768377
415,8,5,13,2,21.356568779819348
416,8,5,13,3,21.356568779819348
417,8,5,13,4,21.356568779819348
418,8,5,13,5,21.356568779819348
419,8,5,13,6,21.356568779819348
420,8,6,4,2,22.111385959752077
421,8,6,4,3,22.111385959752077
422,8,6,4,4,22.111385959752077
423,8,6,4,5,22.111385959752077
424,8,6,4,6,22.111385959752077
425,8,6,13,2,22.20370494120117
426,8,6,13,3,22.20370494120117
427,8,6,13,4,22.20370494120117
428,8,6,13,5,22.20370494120117
429,8,6,13,6,22.20370494120117
430,8,7,4,2,22.922089234737363
431,8,7,4,3,22.922089234737363
432,8,7,4,4,22.922089234737363
433,8,7,4,5,22.922089234737363
434,8,7,4,6,22.922089234737363
435,8,7,13,2,23.24529701547089
436,8,7,13,3,23.24529701547089
437,8,7,13,4,23.24529701547089
438,8,7,13,5,23.24529701547089
439,8,7,13,6,23.24529701547089
440,8,8,4,2,21.91175943073871
441,8,8,4,3,21.91175943073871
442,8,8,4,4,21.91175943073871
443,8,8,4,5,21.91175943073871
444,8,8,4,6,21.91175943073871
445,8,8,13,2,22.044598764736115
446,8,8,13,3,22.044598764736115
447,8,8,13,4,22.044598764736115
448,8,8,13,5,22.044598764736115
449,8,8,13,6,22.044598764736115
450,9,4,4,2,21.267391519223157
451,9,4,4,3,21.267391519223157
452,9,4,4,4,21.267391519223157
453,9,4,4,5,21.267391519223157
454,9,4,4,6,21.267391519223157
455,9,4,13,2,21.22745613473915
456,9,4,13,3,21.22745613473915
457,9,4,13,4,21.22745613473915
458,9,4,13,5,21.22745613473915
459,9,4,13,6,21.22745613473915
460,9,5,4,2,21.2095824652153
461,9,5,4,3,21.2095824652153
462,9,5,4,4,21.2095824652153
463,9,5,4,5,21.2095824652153
464,9,5,4,6,21.2095824652153
465,9,5,13,2,21.11494508177533
466,9,5,13,3,21.11494508177533
467,9,5,13,4,21.11494508177533
468,9,5,13,5,21.11494508177533
469,9,5,13,6,21.11494508177533
470,9,6,4,2,21.61953864364536
471,9,6,4,3,21.61953864364536
472,9,6,4,4,21.61953864364536
473,9,6,4,5,21.61953864364536
474,9,6,4,6,21.61953864364536
475,9,6,13,2,21.687206609026198
476,9,6,13,3,21.687206609026198
477,9,6,13,4,21.687206609026198
478,9,6,13,5,21.687206609026198
479,9,6,13,6,21.687206609026198
480,9,7,4,2,21.60478891435896
481,9,7,4,3,21.60478891435896
482,9,7,4,4,21.60478891435896
483,9,7,4,5,21.60478891435896
484,9,7,4,6,21.60478891435896
485,9,7,13,2,21.53797742582652
486,9,7,13,3,21.53797742582652
487,9,7,13,4,21.53797742582652
488,9,7,13,5,21.53797742582652
489,9,7,13,6,21.53797742582652
490,9,8,4,2,22.05302526577402
491,9,8,4,3,22.05302526577402
492,9,8,4,4,22.05302526577402
493,9,8,4,5,22.05302526577402
494,9,8,4,6,22.05302526577402
495,9,8,13,2,22.167064404199134
496,9,8,13,3,22.167064404199134
497,9,8,13,4,22.167064404199134
498,9,8,13,5,22.167064404199134
499,9,8,13,6,22.167064404199134
